1,4000,6.584054,5.406107,4.788403
2,4050,6.260837,4.197035,5.612008
3,4100,6.440402,4.314351,5.255272
4,4150,6.964732,5.078101,5.037400
5,4200,6.888118,4.630386,5.145139
6,4250,6.912060,4.611232,5.233724
7,4300,6.897694,4.912901,5.142745
8,4350,7.149086,4.050989,5.647921
9,4400,7.278373,4.144363,5.846640
10,4450,6.909665,3.339911,5.995080
11,4500,8.090007,5.971138,5.702988
12,4550,6.773196,8.039729,4.441244
13,4600,6.746860,4.276044,4.201823
14,4650,7.841010,5.820304,5.176263
15,4700,9.042899,6.634332,6.136338
16,4750,6.907271,7.328651,-1.053449
17,4800,10.369287,5.875370,6.035782
18,4850,-16.409859,-12.971785,17.623718
19,4900,7.453149,7.316680,7.496245
20,4950,11.477802,-3.581726,3.399766
21,5000,7.015010,0.378283,-1.628058
22,5050,12.571952,-2.533066,-4.726155
23,5100,10.805032,3.122038,0.871489
24,5150,4.508281,10.790666,8.683769
25,5200,-1.120487,11.111489,8.894459
26,5250,10.998962,3.699041,1.819593
27,5300,18.109741,-6.349423,-7.465121
28,5350,8.872911,0.976834,-2.616863
29,5400,5.612008,9.476250,8.652644
30,5450,1.271321,9.969455,15.217545
31,5500,0.938527,6.562506,4.745307
32,5550,7.208941,5.839457,2.183511
33,5600,7.515399,-2.892196,-12.854469
34,5650,12.579135,5.444414,0.538696
35,5700,-1.544261,9.284714,10.323797
36,5750,2.698265,7.560888,13.934253
37,5800,9.821015,5.063736,6.306327
38,5850,15.648502,-9.009381,-10.160992
39,5900,9.552864,1.630451,-1.204284
40,5950,-6.033389,16.804901,19.612701
41,6000,2.695871,9.634267,13.184868
42,6050,14.748282,-3.900155,-11.566389
43,6100,17.741034,-4.515465,-10.046071
44,6150,-15.239094,15.952565,11.276689
45,6200,-8.468292,10.963049,19.612701
46,6250,13.201627,4.247313,-5.829882
47,6300,19.612701,-10.603920,-16.144102
48,6350,-11.405977,7.120355,-1.649605
49,6400,0.948104,13.072341,19.612701
50,6450,6.184222,12.301408,9.691728
51,6500,12.885593,-7.771579,-19.613300
52,6550,9.543287,1.833958,-9.837775
53,6600,-9.167399,13.936647,19.612701
54,6650,6.224924,11.772289,16.292542
55,6700,19.612701,-15.574282,-19.613300
56,6750,11.643002,-3.632004,-11.528081
57,6800,-4.786010,15.241487,19.612701
58,6850,4.220977,11.650185,19.612701
59,6900,19.612701,-8.461109,-19.613300
60,6950,9.794678,-2.664747,-17.834409
61,7000,6.507440,14.566322,19.612701
62,7050,3.016694,10.946289,19.612701
63,7100,4.321533,-1.209072,-19.515138
64,7150,15.018827,-2.363078,-16.527175
65,7200,0.888248,19.612701,19.612701
66,7250,1.922543,12.569558,19.612701
67,7300,12.073958,-1.000777,-19.613300
68,7350,11.999738,-1.881843,-19.297266
69,7400,-4.848259,19.612701,19.612701
70,7450,-3.043031,13.481749,19.612701
71,7500,3.983951,-1.261745,-19.613300
72,7550,7.122749,-8.777144,-19.017144
73,7600,0.368708,19.612701,18.823213
74,7650,2.370259,13.175291,19.612701
75,7700,9.311050,-1.821988,-19.613300
76,7750,14.611812,-11.307815,-18.526333
77,7800,-18.808849,19.612701,19.612701
78,7850,-3.548207,10.347739,19.612701
79,7900,6.227318,1.776497,-19.043481
80,7950,13.302184,-14.022840,-15.363593
81,8000,-4.096480,4.876988,19.612701
82,8050,-2.087744,7.311891,19.612701
83,8100,7.970297,7.841010,-8.827422
84,8150,12.452242,0.000000,-19.613300
85,8200,0.696712,8.791508,19.612701
86,8250,2.190694,5.020640,19.612701
87,8300,12.160150,4.369418,-7.728483
88,8350,15.852009,-8.149863,-14.698004
89,8400,-9.502587,18.332402,19.612701
90,8450,-4.477158,10.249577,19.612701
91,8500,9.607931,3.059789,-14.788984
92,8550,19.612701,-11.951855,-18.413805
93,8600,-19.613300,19.612701,19.612701
94,8650,-6.888119,12.459425,19.612701
95,8700,19.612701,-7.189788,-19.613300
96,8750,12.701239,-4.742914,-15.990873
97,8800,-8.200141,19.612701,19.612701
98,8850,4.335899,15.095441,15.253458
99,8900,19.612701,-19.613300,-19.613300
100,8950,0.342371,17.017985,7.264007
101,9000,-4.074932,10.426748,19.612701
102,9050,18.155231,-5.087679,-19.613300
103,9100,13.062764,-5.640740,-15.131355
104,9150,-6.864177,19.612701,19.612701
105,9200,5.121197,11.362881,8.913612
106,9250,19.612701,-19.613300,-19.613300
107,9300,1.941697,16.773776,11.432312
108,9350,0.957681,13.503297,19.612701
109,9400,14.772224,-6.227319,-19.613300
110,9450,6.023811,-13.663709,-14.618996
111,9500,2.815581,19.612701,19.612701
112,9550,4.005499,12.571952,12.548010
113,9600,5.705382,-11.006146,-19.613300
114,9650,7.484274,5.930437,0.385467
115,9700,-11.372458,19.612701,19.612701
116,9750,1.936909,2.758120,-5.236120
117,9800,9.227253,-18.914194,-14.149732
118,9850,4.240131,19.612701,6.110002
119,9900,9.157821,17.891869,14.954183
120,9950,9.557653,2.367865,0.574608
121,10000,2.557007,0.581791,-11.034876
122,10050,0.069431,10.967837,-4.651934
123,10100,11.863269,19.612701,19.612701
124,10150,4.580107,11.736376,0.775722
125,10200,2.896984,-8.987834,-17.899052
126,10250,-2.126052,12.947842,-1.728614
127,10300,19.612701,19.612701,19.612701
128,10350,0.665589,15.097835,-8.647857
129,10400,-7.484275,-19.613300,-13.484144
130,10450,-4.094085,12.531251,-4.477158
131,10500,16.955736,19.612701,-1.374272
132,10550,2.497152,13.172897,14.164097
133,10600,-14.951790,15.691597,-11.188105
134,10650,2.889801,6.641515,-16.273389
135,10700,17.463306,13.299790,-6.148310
136,10750,17.408240,12.883199,11.686098
137,10800,-14.310144,19.244592,9.703699
138,10850,-4.697424,7.244854,-19.613300
139,10900,11.492167,7.958326,-10.934319
140,10950,19.612701,13.553575,8.118737
141,11000,-19.613300,18.794483,19.612701
142,11050,0.881067,9.921571,-4.067749
143,11100,3.356670,0.294487,-17.499220
144,11150,19.612701,17.820042,0.780509
145,11200,-15.198393,9.610325,19.612701
146,11250,10.319009,3.500322,-4.848259
147,11300,5.169081,6.890512,-6.586449
148,11350,4.242525,10.761936,0.557849
149,11400,7.333439,7.015010,13.165714
150,11450,7.663839,0.612915,-5.315128
151,11500,8.815450,2.825157,-11.674128
152,11550,0.763750,10.788272,19.612701
153,11600,3.548206,8.690952,8.877699
154,11650,3.560177,0.627280,-19.613300
155,11700,7.702146,6.236895,-5.573702
156,11750,2.116474,6.536170,15.464148
157,11800,0.679953,3.330334,9.624690
158,11850,4.058171,7.893682,9.004592
159,11900,2.746149,5.281608,5.202600
160,11950,9.907206,4.637568,8.537723
161,12000,-1.984794,8.566453,-6.210560
162,12050,4.144363,9.574412,3.560177
163,12100,2.403778,2.985569,11.738770
164,12150,3.040636,0.969652,17.678785
